eventid,iyear,imonth,iday,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,location,summary,alternative,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,gname,motive,nperps,nperpcap,weaptype1,weaptype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,addnotes,dbsource
1.97703E+11,1977,3,3,0,,209,Turkey,10,Middle East & North Africa,,Kadirli,,,,,,1,0,3,Bombing/Explosion,1,Business,Unknown,,,,6,Explosives/Bombs/Dynamite,1,,,0,0,0,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,4,0,,209,Turkey,10,Middle East & North Africa,,Ankara,,,,,,1,0,2,Armed Assault,4,Military,Unknown,,,,5,Firearms,0,,,0,,,1,,,,PGIS
1.97703E+11,1977,3,4,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Coalisland,54.536706,-6.70361,,,,1,0,2,Armed Assault,2,Government (General),Irish Republican Army (IRA),,,,5,Firearms,1,,,,,,0,,,,CAIN
1.97703E+11,1977,3,5,0,,209,Turkey,10,Middle East & North Africa,,Deyhan,,,,,,1,0,2,Armed Assault,2,Government (General),Unknown,,,,5,Firearms,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,6,0,,222,Venezuela,3,South America,Caracas,Caracas,10.502961,-66.917253,,,,1,0,1,Assassination,7,Government (Diplomatic),Unknown,,,,5,Firearms,1,,,0,,,0,,,,PGIS
1.97703E+11,1977,3,6,0,,209,Turkey,10,Middle East & North Africa,,Anakara,,,,,,1,0,3,Bombing/Explosion,7,Government (Diplomatic),Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,4,Unknown,,PGIS
1.97703E+11,1977,3,7,0,,209,Turkey,10,Middle East & North Africa,,Izmir,,,,,,1,0,3,Bombing/Explosion,2,Government (General),Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,7,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Craigavon,54.448118,-6.387579,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Protestant Extremists,,,,5,Firearms,1,,,,,,0,,,,CAIN
1.97703E+11,1977,3,7,0,,183,South Africa,11,Sub-Saharan Africa,,Pretoria,,,,,,1,0,3,Bombing/Explosion,1,Business,Unknown,,,,6,Explosives/Bombs/Dynamite,,,,,,,1,,,,UMD South Africa
1.97703E+11,1977,3,7,1,28193,217,United States,1,North America,Ohio (U.S. State),Warrensville Heights,41.44249,-81.536084,City Hall,"03/07/1977: Former marine, black man Cory C. Moore, held Ohio Police Captain Leo Keglovic, and 18-year-old high school student Shelly Kiggans (both white) hostage in a two-day siege at the City Hall Police Complex in Warren Heights, Ohio in the United States, for 45 hours and 11 hours, respectively.  During this time Moore made demands to President Carter to appear on television and apologize to black Americans for the ""misdeeds of whites against blacks since 1619,"" and also demanded that all whites disappear from the earth. After President Carter agreed to speak with him personally, Moore released the hostages, who were unharmed.  Moore was arrested and charged with kidnapping.",,1,0,6,Hostage Taking (Kidnapping),3,Police,Individual,"Moore disliked white people and wanted them to evacuate the earth; additionally, he demanded that President Carter apologize to black Americans for the injustices against blacks since 1619.",1,1,5,Firearms,0,0,0,0,0,0,-9,,,Moore claimed that he did not hate white people and officials at the seen of the hostage siege said that it was soon obvious that Moore had no intent to hurt the hostages.,Hewitt Project
1.97703E+11,1977,3,8,0,,98,Italy,8,Western Europe,,Florence,43.768732,11.256901,,,,1,0,2,Armed Assault,19,Transportation,Unknown,,,,8,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,8,0,,209,Turkey,10,Middle East & North Africa,,Ankara,,,,,,1,0,3,Bombing/Explosion,8,Educational Institution,Unknown,,,,6,Explosives/Bombs/Dynamite,,,,,,,1,4,Unknown,,PGIS
1.97703E+11,1977,3,8,0,,209,Turkey,10,Middle East & North Africa,,Ankara,,,,,,1,0,3,Bombing/Explosion,1,Business,Unknown,,,,6,Explosives/Bombs/Dynamite,,,,,,,1,4,Unknown,,PGIS
1.97703E+11,1977,3,9,0,,217,United States,1,North America,District of Columbia,Washington,38.89037,-77.031959,,,,1,0,5,Hostage Taking (Barricade Incident),15,Religious Figures/Institutions,Hanafi Muslims,,,,5,Firearms,,,,,,,1,,,,PGIS
1.97703E+11,1977,3,9,0,,217,United States,1,North America,District of Columbia,Washington,38.89037,-77.031959,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Hanafi Muslims,,,,5,Firearms,,,,,,,1,,,,PGIS
1.97703E+11,1977,3,9,0,,217,United States,1,North America,District of Columbia,Washington,38.89037,-77.031959,,,,1,0,5,Hostage Taking (Barricade Incident),2,Government (General),Hanafi Muslims,,,,5,Firearms,1,,,,,,1,,,,PGIS
1.97703E+11,1977,3,9,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Caledon,54.351322,-6.837455,,,1,1,0,1,Assassination,4,Military,Irish Republican Army (IRA),,,,5,Firearms,1,,,,,,0,,,,CAIN
1.97703E+11,1977,3,9,0,,603,United Kingdom,8,Western Europe,England,London,51.500152,-0.126236,,,,1,0,2,Armed Assault,7,Government (Diplomatic),Unknown,,,,5,Firearms,,,,,,,1,,,,PGIS
1.97703E+11,1977,3,10,0,,209,Turkey,10,Middle East & North Africa,,Zonguldak,,,,,,1,0,3,Bombing/Explosion,10,Journalists & Media,Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,,,,PGIS
1.97703E+11,1977,3,10,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Irish Republican Army (IRA),,,,6,Explosives/Bombs/Dynamite,1,,,,,,1,,,,CAIN
1.97703E+11,1977,3,11,0,,209,Turkey,10,Middle East & North Africa,,Fikirtepe,,,,,,1,0,9,Unknown,14,Private Citizens & Property,Unknown,,,,13,Unknown,3,,,0,,,0,,,,PGIS
1.97703E+11,1977,3,11,1,28281,45,Colombia,3,South America,Bogota,Bogota,4.601378,-74.076664,,,,1,0,6,Hostage Taking (Kidnapping),1,Business,National Liberation Army of Colombia (ELN),,,,13,Unknown,0,,,0,,,0,,,,PGIS
1.97703E+11,1977,3,11,0,,209,Turkey,10,Middle East & North Africa,,Karabaglan,,,,,,1,0,3,Bombing/Explosion,1,Business,Unknown,,,,6,Explosives/Bombs/Dynamite,,,,,,,1,4,Unknown,,PGIS
1.97703E+11,1977,3,11,0,,217,United States,1,North America,New York (U.S. State),New York City,40.71455,-74.007124,,,,0,0,7,Facility/Infrastructure Attack,2,Government (General),Independent Armed Revolutionary Commandos (CRIA),,,,8,Incendiary,0,,,0,,,0,,,,PGIS
1.97703E+11,1977,3,11,0,,98,Italy,8,Western Europe,,Turin,45.070562,7.686619,,,,1,0,2,Armed Assault,3,Police,Unknown,,2,,5,Firearms,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,11,0,,217,United States,1,North America,New York (U.S. State),New York City,40.71455,-74.007124,,,,0,0,7,Facility/Infrastructure Attack,2,Government (General),Independent Armed Revolutionary Commandos (CRIA),,,,8,Incendiary,0,,,0,,,0,,,,PGIS
1.97703E+11,1977,3,12,0,,98,Italy,8,Western Europe,,Turin,45.070562,7.686619,,,,1,0,1,Assassination,3,Police,Combat Brigades,,,,5,Firearms,1,,,0,,,0,,,,PGIS
1.97703E+11,1977,3,12,0,,209,Turkey,10,Middle East & North Africa,,Istanbul,,,,,,1,0,2,Armed Assault,3,Police,Unknown,,1,,5,Firearms,1,,,0,,,0,,,,PGIS
1.97703E+11,1977,3,12,0,,98,Italy,8,Western Europe,,Livorno,43.551876,10.308011,,,,1,0,7,Facility/Infrastructure Attack,2,Government (General),Unknown,,,,8,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,12,0,,217,United States,1,North America,New York (U.S. State),New York City,40.71455,-74.007124,,,,0,0,7,Facility/Infrastructure Attack,2,Government (General),Independent Armed Revolutionary Commandos (CRIA),,,,8,Incendiary,0,,,0,,,1,,,,PGIS
1.97703E+11,1977,3,12,0,,217,United States,1,North America,Maine (U.S. State),Marlborough,42.345927,-71.552287,,,,1,0,3,Bombing/Explosion,1,Business,United Freedom Front (UFF),,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,4,Unknown,,PGIS
1.97703E+11,1977,3,13,0,,209,Turkey,10,Middle East & North Africa,,Ankara,,,,,,1,0,2,Armed Assault,3,Police,Unknown,,,,5,Firearms,1,,,0,,,0,,,,PGIS
1.97703E+11,1977,3,13,0,,69,France,8,Western Europe,,Paris,48.856614,2.352222,,,,1,0,3,Bombing/Explosion,3,Police,Unknown,,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,4,Unknown,,PGIS
1.97703E+11,1977,3,13,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Lisnaskea,54.253718,-7.44106,,,,1,0,2,Armed Assault,3,Police,Irish Republican Army (IRA),,,,5,Firearms,1,,,,,,0,,,,CAIN
1.97703E+11,1977,3,14,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,,,,1,0,1,Assassination,1,Business,Irish Republican Army (IRA),,,,5,Firearms,1,1,,0,0,,0,,,,PGIS
1.97703E+11,1977,3,15,0,,209,Turkey,10,Middle East & North Africa,,Gaziatep,,,,,,1,0,9,Unknown,14,Private Citizens & Property,Unknown,,,,13,Unknown,2,,,0,,,0,,,,PGIS
1.97703E+11,1977,3,15,0,,209,Turkey,10,Middle East & North Africa,,Bursa,,,,,,1,0,3,Bombing/Explosion,2,Government (General),Unknown,,,,6,Explosives/Bombs/Dynamite,,,,,,,1,4,Unknown,,PGIS
1.97703E+11,1977,3,15,0,,98,Italy,8,Western Europe,,Milan,45.463681,9.188171,,,,1,0,2,Armed Assault,1,Business,Unknown,,,,5,Firearms,0,,,1,,,0,,,,PGIS
1.97703E+11,1977,3,15,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Bellaghy,54.808212,-6.518968,,,1,1,0,1,Assassination,4,Military,Irish Republican Army (IRA),,,,5,Firearms,1,,,,,,0,,,,CAIN
1.97703E+11,1977,3,16,0,,162,Portugal,8,Western Europe,Azores,Azores,38.721642,-27.220577,,,,1,0,7,Facility/Infrastructure Attack,2,Government (General),Front For the Liberation of the Azores,,,,8,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,16,0,,209,Turkey,10,Middle East & North Africa,,Anatalya,,,,,,1,0,3,Bombing/Explosion,2,Government (General),Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,16,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Tobermore,54.811424,-6.705117,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,5,Firearms,1,,,,,,0,,,,CAIN
1.97703E+11,1977,3,16,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Coalisland,54.536706,-6.70361,,,1,1,0,2,Armed Assault,4,Military,Irish Republican Army (IRA),,,,5,Firearms,1,,,,,,0,,,,CAIN
1.97703E+11,1977,3,17,0,,209,Turkey,10,Middle East & North Africa,,Izmir,,,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,17,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Ulster Freedom Fighters (UFF),,,,5,Firearms,1,,,,,,0,,,,CAIN
1.97703E+11,1977,3,19,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Portadown,54.42071,-6.443767,,,,1,0,1,Assassination,2,Government (General),Irish National Liberation Army (INLA),,,,13,Unknown,1,,,,,,0,,,,CAIN
1.97703E+11,1977,3,20,0,,65,Ethiopia,11,Sub-Saharan Africa,Addis Ababa,Addis Ababa,8.977146,38.773226,,,,1,0,7,Facility/Infrastructure Attack,7,Government (Diplomatic),Unknown,,,,8,Incendiary,0,,,0,,,0,,,,PGIS
1.97703E+11,1977,3,20,0,,69,France,8,Western Europe,,Rennes,48.113475,-1.675708,,,,1,0,3,Bombing/Explosion,21,Utilities,Breton Liberation Front (FLB),,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,4,Unknown,,PGIS
1.97703E+11,1977,3,20,0,,217,United States,1,North America,New York (U.S. State),New York City,40.8501,-73.866246,,,,1,0,3,Bombing/Explosion,1,Business,Fuerzas Armadas de Liberacion Nacional (FALN),,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,,,,PGIS
1.97703E+11,1977,3,20,0,,217,United States,1,North America,New York (U.S. State),New York City,40.71455,-74.007124,,,,1,0,3,Bombing/Explosion,1,Business,Fuerzas Armadas de Liberacion Nacional (FALN),,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,4,Unknown,,PGIS
1.97703E+11,1977,3,21,0,,217,United States,1,North America,New York (U.S. State),New York City,40.71455,-74.007124,Manhattan; 1 at office,"03/21/1977: A bomb exploded at the headquarters office of the Federal Bureau of Investigation in  Manhattan, New York, in the United States, and members of the Armed Forces for National Liberation (FALN) claimed the attack.  The FBI office on the sixth floor of the building was not damaged, but the drugstore that occupied the ground floor was damaged. Additionally, one passerby was cut on the arm by a shard of flying glass from the explosion. This incident occurred in conjunction with the bombing of the American Bank Note currency printing plant in the Bronx, also claimed by FALN on this day (197703210004).",,1,0,3,Bombing/Explosion,2,Government (General),Fuerzas Armadas de Liberacion Nacional (FALN),"In the note left by FALN at a telephone booth by the FBI building, members demanded that officials cease the federal investigation of two women lay ministers of the Episcopal Church, who worked for the National Commission on Hispanic Affairs.  FBI officials believed the women had information about the only known member of FALN, Carlos Albert Torres, and were thus imprisoned on charges of contempt, despite their denials of any knowledge of FALN or the activities of FALN members.",-99,-99,6,Explosives/Bombs/Dynamite,,,,1,1,1,1,3,Minor (likely < $1 million),,Hewitt Project
1.97703E+11,1977,3,21,0,,209,Turkey,10,Middle East & North Africa,,Izmir,,,,,,1,0,2,Armed Assault,2,Government (General),Turkish People's Liberation Front (TPLF)(THKP-C),,,,5,Firearms,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,21,0,,217,United States,1,North America,New York (U.S. State),New York City,40.8501,-73.866246,,,,1,0,3,Bombing/Explosion,1,Business,Fuerzas Armadas de Liberacion Nacional (FALN),,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,,,,PGIS
1.97703E+11,1977,3,21,0,,217,United States,1,North America,California (U.S. State),San Francisco,37.777125,-122.419644,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,New World Liberation Front (NWLF),,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,4,Unknown,,PGIS
1.97703E+11,1977,3,22,0,,209,Turkey,10,Middle East & North Africa,,Izmir,,,,,,1,0,1,Assassination,14,Private Citizens & Property,Unknown,,,,5,Firearms,1,,,0,,,0,,,,PGIS
1.97703E+11,1977,3,22,0,,209,Turkey,10,Middle East & North Africa,,Istanbul,,,,,,0,0,3,Bombing/Explosion,1,Business,Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,0,,,,PGIS
1.97703E+11,1977,3,22,0,,209,Turkey,10,Middle East & North Africa,,Istanbul,,,,,,1,0,3,Bombing/Explosion,8,Educational Institution,Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,6,,,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,23,0,,98,Italy,8,Western Europe,,Rome,41.89052,12.494249,,,,1,0,1,Assassination,3,Police,Unknown,,2,,5,Firearms,1,,,0,,,0,,,,PGIS
1.97703E+11,1977,3,23,0,,209,Turkey,10,Middle East & North Africa,,Diyarbakir,,,,,,1,0,3,Bombing/Explosion,1,Business,Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,23,0,,209,Turkey,10,Middle East & North Africa,,Aydinlikevler,,,,,,1,0,3,Bombing/Explosion,8,Educational Institution,Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,24,0,,362,West Germany (FRG),8,Western Europe,,Frankfurt,50.111445,8.680615,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Revolutionary Cells,,,,6,Explosives/Bombs/Dynamite,0,,,2,,,1,4,Unknown,,PGIS
1.97703E+11,1977,3,25,0,,209,Turkey,10,Middle East & North Africa,,Izmir,,,,,,1,0,3,Bombing/Explosion,1,Business,Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,25,0,,209,Turkey,10,Middle East & North Africa,,Izmir,,,,,,1,0,3,Bombing/Explosion,1,Business,Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,25,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Greenisland,54.69212,-5.863265,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Ulster Volunteer Force (UVF),,,,6,Explosives/Bombs/Dynamite,1,,,,,,1,,,,CAIN
1.97703E+11,1977,3,26,0,,11,Argentina,3,South America,Buenos Aires,Buenos Aires,-34.6037,-58.381503,,,,1,0,3,Bombing/Explosion,1,Business,Montoneros (Argentina),,,,6,Explosives/Bombs/Dynamite,0,,,9,,,1,4,Unknown,,PGIS
1.97703E+11,1977,3,26,0,,185,Spain,8,Western Europe,,Las Palmas De Gran Canaria,28.124824,-15.430008,,,,1,0,3,Bombing/Explosion,1,Business,Canary Islands Independence Movement,,,,6,Explosives/Bombs/Dynamite,0,,,7,,,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,26,0,,209,Turkey,10,Middle East & North Africa,,Adana,,,,,,1,0,7,Facility/Infrastructure Attack,1,Business,Unknown,,,,8,Incendiary,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,27,0,,209,Turkey,10,Middle East & North Africa,,Cine,,,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,6,Explosives/Bombs/Dynamite,,,,,,,1,4,Unknown,,PGIS
1.97703E+11,1977,3,27,0,,209,Turkey,10,Middle East & North Africa,,Salihli,,,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,27,0,,209,Turkey,10,Middle East & North Africa,,Istanbul,,,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,27,0,,65,Ethiopia,11,Sub-Saharan Africa,Somali,Gode,5.950903,43.560085,,,,1,0,1,Assassination,15,Religious Figures/Institutions,armed guerrillas,,,,5,Firearms,1,1,0,0,0,0,0,,,,State Department 1997 Document
1.97703E+11,1977,3,28,0,,11,Argentina,3,South America,Buenos Aires,Buenos Aires,-34.6037,-58.381503,,,,1,0,3,Bombing/Explosion,7,Government (Diplomatic),Montoneros (Argentina),,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,4,Unknown,,PGIS
1.97703E+11,1977,3,28,0,,209,Turkey,10,Middle East & North Africa,,Adana,,,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,28,0,,209,Turkey,10,Middle East & North Africa,,Adana,,,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,28,0,,209,Turkey,10,Middle East & North Africa,,Adana,,,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,28,0,,209,Turkey,10,Middle East & North Africa,,Manisa,,,,,,1,0,3,Bombing/Explosion,2,Government (General),Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,28,0,,209,Turkey,10,Middle East & North Africa,,Istanbul,,,,,,1,0,3,Bombing/Explosion,8,Educational Institution,Unknown,,,,6,Explosives/Bombs/Dynamite,,,,,,,1,4,Unknown,,PGIS
1.97703E+11,1977,3,28,0,,209,Turkey,10,Middle East & North Africa,,Istanbul,,,,,,1,0,3,Bombing/Explosion,8,Educational Institution,Unknown,,,,6,Explosives/Bombs/Dynamite,,,,,,,1,4,Unknown,,PGIS
1.97703E+11,1977,3,28,0,,217,United States,1,North America,Puerto Rico (Commonwealth),San Juan,18.46617,-66.106654,,,,1,0,3,Bombing/Explosion,6,Airports & Aircraft,Condor,,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,4,Unknown,,PGIS
1.97703E+11,1977,3,28,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Toome,54.75188,-6.461351,,,,0,0,1,Assassination,14,Private Citizens & Property,Irish Republican Army (IRA),,,,5,Firearms,1,,,,,,0,,,,CAIN
1.97703E+11,1977,3,28,0,,217,United States,1,North America,New Jersey (U.S. State),Newark,40.73197,-74.174184,,,,0,0,7,Facility/Infrastructure Attack,3,Police,Independent Armed Revolutionary Commandos (CRIA),,,,8,Incendiary,0,,,0,,,0,,,,PGIS
1.97703E+11,1977,3,29,0,,362,West Germany (FRG),8,Western Europe,,Munich,48.139126,11.580186,,,,0,0,7,Facility/Infrastructure Attack,6,Airports & Aircraft,Revolutionary Cells,,,,8,Incendiary,0,,,0,,,0,,,,PGIS
1.97703E+11,1977,3,29,0,,209,Turkey,10,Middle East & North Africa,,Izmir,,,,,1,1,0,3,Bombing/Explosion,4,Military,Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,4,Unknown,,PGIS
1.97703E+11,1977,3,29,0,,98,Italy,8,Western Europe,,Rome,41.89052,12.494249,,,,1,0,2,Armed Assault,2,Government (General),Communist Fighting Unit,,,,5,Firearms,0,,,1,,,0,,,,PGIS
1.97703E+11,1977,3,29,0,,209,Turkey,10,Middle East & North Africa,,Ankara,,,,,,1,0,2,Armed Assault,1,Business,Unknown,,,,5,Firearms,0,,,0,,,1,,,,PGIS
1.97703E+11,1977,3,29,0,,209,Turkey,10,Middle East & North Africa,,Izmir,,,,,,1,0,3,Bombing/Explosion,7,Government (Diplomatic),Unknown,,,,5,Firearms,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,29,0,,217,United States,1,North America,California (U.S. State),San Francisco,37.777125,-122.419644,,,,1,0,3,Bombing/Explosion,21,Utilities,New World Liberation Front (NWLF),,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,4,Unknown,,PGIS
1.97703E+11,1977,3,30,0,,45,Colombia,3,South America,Unknown,Unknown,,,,,,1,0,6,Hostage Taking (Kidnapping),1,Business,Revolutionary Armed Forces of Colombia (FARC),,,,13,Unknown,,,,,,,0,,,,PGIS
1.97703E+11,1977,3,30,0,,209,Turkey,10,Middle East & North Africa,,Istanbul,,,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Marxist-Leninist Armed Propaganda Unit,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,30,0,,209,Turkey,10,Middle East & North Africa,,Istanbul,,,,,,1,0,3,Bombing/Explosion,1,Business,Marxist-Leninist Armed Propaganda Unit,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,30,0,,209,Turkey,10,Middle East & North Africa,,Izmir,,,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,,,,PGIS
1.97703E+11,1977,3,30,0,,217,United States,1,North America,Puerto Rico (Commonwealth),Ponce,18.01362,-66.614849,,,,0,0,7,Facility/Infrastructure Attack,1,Business,Independent Armed Revolutionary Commandos (CRIA),,,,8,Incendiary,0,,,0,,,1,,,,PGIS
1.97703E+11,1977,3,30,0,,78,Greece,8,Western Europe,,Athens,37.97918,23.716647,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,8,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,30,0,,78,Greece,8,Western Europe,,Athens,37.97918,23.716647,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,8,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,30,0,,78,Greece,8,Western Europe,,Athens,37.97918,23.716647,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,8,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,30,0,,78,Greece,8,Western Europe,,Athens,37.97918,23.716647,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,8,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,30,0,,78,Greece,8,Western Europe,,Athens,37.97918,23.716647,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,8,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,30,0,,78,Greece,8,Western Europe,,Athens,37.97918,23.716647,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,8,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,30,0,,78,Greece,8,Western Europe,,Athens,37.97918,23.716647,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,8,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,30,0,,78,Greece,8,Western Europe,,Athens,37.97918,23.716647,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,8,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,30,0,,78,Greece,8,Western Europe,,Athens,37.97918,23.716647,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,8,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,30,0,,78,Greece,8,Western Europe,,Athens,37.97918,23.716647,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,8,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,30,0,,78,Greece,8,Western Europe,,Athens,37.97918,23.716647,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,8,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97703E+11,1977,3,30,0,,98,Italy,8,Western Europe,,Pisa,43.716135,10.396584,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Revolutionary Action,,,,5,Firearms,0,,,1,,,0,,,,PGIS
